Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-December-2020,23.30,23.30,22.80,23.10,23.048681953649645989,866358,2335,19968410.00,450619,52.01,0.50,-0.20
14-December-2020,23.70,23.80,23.05,23.25,23.333010604003574590,1193983,3199,27859218.00,722484,60.51,0.75,-0.45
11-December-2020,21.80,23.55,21.80,23.40,22.893470421703246424,792287,1633,18138199.00,306614,38.70,1.75,1.60
10-December-2020,22.60,22.75,21.80,21.85,22.130101901242270008,1407343,5012,31144644.00,807539,57.38,0.95,-0.75
9-December-2020,22.95,23.25,22.75,22.80,22.904366839718755806,1302498,4666,29832892.00,879057,67.49,0.50,-0.15
8-December-2020,24.40,24.45,22.90,23.35,23.457756878392315786,767912,2381,18013493.00,396224,51.60,1.55,-1.05
7-December-2020,24.50,24.85,24.25,24.65,24.580331669880037623,2240119,4651,55062868.00,1497059,66.83,0.60,0.15
4-December-2020,23.80,24.45,23.80,24.05,24.128793622274784306,1540612,4086,37173109.00,961585,62.42,0.65,0.25
3-December-2020,23.40,23.85,23.25,23.75,23.547742878824335079,594319,1396,13994871.00,245532,41.31,0.60,0.35
2-December-2020,23.40,23.40,22.65,23.05,23.093717403514402631,1458171,3680,33674589.00,1019807,69.94,0.75,-0.35
1-December-2020,22.40,23.10,22.00,22.95,22.770219253666327864,2451772,5780,55827386.00,2047785,83.52,1.10,0.55
27-November-2020,21.00,22.05,20.85,21.85,21.470513390736301157,1452422,3985,31184246.00,1067408,73.49,1.20,0.85
26-November-2020,20.60,20.95,20.55,20.85,20.768652586066000029,538424,1515,11182341.00,404034,75.04,0.40,0.25
25-November-2020,21.00,21.10,20.40,20.60,20.746050843279398065,916778,2314,19019523.00,578175,63.07,0.70,-0.40
24-November-2020,21.00,21.25,20.80,20.85,20.935084470636397823,420146,900,8795792.00,263884,62.81,0.45,-0.15
23-November-2020,19.95,21.00,19.45,20.65,20.306883793650079986,689489,1305,14001373.00,319575,46.35,1.55,0.70
20-November-2020,19.50,19.70,19.15,19.20,19.283587041124905896,313484,1184,6045096.00,216889,69.19,0.55,-0.30
19-November-2020,19.00,19.85,18.95,19.30,19.332220160494109243,831557,2085,16075843.00,504496,60.67,0.90,0.30
18-November-2020,18.90,19.15,18.75,19.00,18.961985848589380843,232203,446,4403030.00,112284,48.36,0.40,0.10
17-November-2020,19.00,19.10,18.80,18.85,18.908117150051966720,386786,1247,7313395.00,246395,63.70,0.30,-0.15
14-November-2020,18.90,18.90,18.70,18.80,18.811026066681028474,157826,1023,2968869.00,108538,68.77,0.20,-0.10
13-November-2020,18.50,18.85,18.50,18.65,18.692863132046655786,267148,1085,4993761.00,143490,53.71,0.35,0.15
12-November-2020,18.50,18.85,18.50,18.75,18.709840336390505499,262552,1011,4912306.00,157285,59.91,0.35,0.25
11-November-2020,19.05,19.30,18.60,18.80,18.932922947311987516,417818,1578,7910516.00,232449,55.63,0.70,-0.25
10-November-2020,18.35,19.25,18.35,18.95,18.927135084281463109,795074,1949,15048473.00,540466,67.98,0.90,0.60
9-November-2020,18.30,18.60,18.30,18.45,18.433349675872963991,312069,1154,5752477.00,218683,70.08,0.30,0.15
6-November-2020,18.50,18.65,18.40,18.45,18.516873857816483541,221615,985,4103617.00,124958,56.39,0.25,-0.05
5-November-2020,18.20,18.60,18.10,18.45,18.321908289077300537,257592,958,4719577.00,174260,67.65,0.50,0.25
4-November-2020,18.10,18.20,18.05,18.10,18.111200980701909588,158254,1068,2866170.00,107036,67.64,0.15,0.00
3-November-2020,18.10,18.25,18.10,18.20,18.157192922989389326,165211,952,2999768.00,102784,62.21,0.15,0.10
2-November-2020,18.35,18.35,18.05,18.10,18.106134472958114640,241015,1401,4363850.00,118383,49.12,0.30,-0.25
30-October-2020,18.20,18.50,18.15,18.20,18.262436505008655183,176195,1033,3217750.00,112901,64.08,0.35,0.00
29-October-2020,18.10,18.45,18.05,18.30,18.207172861189148472,260203,1257,4737561.00,144753,55.63,0.40,0.20
28-October-2020,18.65,18.70,18.10,18.30,18.401355036536123598,389067,1742,7159360.00,185680,47.72,0.60,-0.35
27-October-2020,18.40,18.65,18.40,18.55,18.509395642804257096,241761,1213,4474850.00,137270,56.78,0.25,0.15
26-October-2020,19.00,19.00,18.55,18.60,18.728483506350159976,286292,1526,5361815.00,159192,55.60,0.45,-0.40
23-October-2020,19.00,19.00,18.70,18.80,18.803167247386759581,287000,987,5396509.00,118549,41.31,0.30,-0.20
22-October-2020,18.80,18.90,18.55,18.70,18.677315423850077315,216645,1179,4046347.00,105767,48.82,0.35,-0.10
21-October-2020,19.35,19.35,18.75,18.80,18.950441276306856754,287235,1540,5443230.00,175156,60.98,0.60,-0.55
20-October-2020,18.90,19.50,18.55,19.15,19.082778458297387599,419614,1716,8007401.00,265035,63.16,0.95,0.25
19-October-2020,18.55,18.70,18.55,18.65,18.626536317975761505,163459,1008,3044675.00,103119,63.09,0.15,0.10
16-October-2020,18.30,18.70,18.30,18.55,18.554167182881718907,169503,954,3144987.00,91415,53.93,0.40,0.25
15-October-2020,18.90,18.90,18.45,18.50,18.596932785145674549,247847,1642,4609194.00,146876,59.26,0.45,-0.40
14-October-2020,18.60,18.90,18.35,18.80,18.591168214833463552,103671,433,1927365.00,55299,53.34,0.55,0.20
13-October-2020,18.95,18.95,18.55,18.60,18.669129527664046935,254988,1639,4760404.00,147825,57.97,0.40,-0.35
12-October-2020,18.90,19.15,18.75,18.85,18.892999306138845268,410745,1574,7760205.00,271562,66.11,0.40,-0.05
9-October-2020,18.95,19.00,18.55,18.70,18.723779949873334394,370661,2434,6940175.00,225984,60.97,0.45,-0.25
8-October-2020,19.20,19.20,18.80,18.95,18.941412983017559280,291242,2064,5516535.00,197522,67.82,0.40,-0.25
7-October-2020,19.45,19.45,18.90,19.00,19.113842589613231224,310780,1883,5940200.00,163682,52.67,0.55,-0.45
6-October-2020,19.35,19.50,19.25,19.35,19.346189976542714782,182033,1092,3521645.00,105976,58.22,0.25,0.00
5-October-2020,19.35,19.70,19.25,19.30,19.444630369630369630,280280,1403,5449941.00,158057,56.39,0.45,-0.05
1-October-2020,19.35,19.60,19.30,19.35,19.414209473695468497,280503,1509,5445744.00,165695,59.07,0.30,0.00
30-September-2020,19.95,19.95,19.35,19.45,19.497810105712346038,257775,1197,5026048.00,124051,48.12,0.60,-0.50
29-September-2020,19.95,19.95,19.40,19.50,19.553969617682664896,256070,1225,5007185.00,140173,54.74,0.55,-0.45
28-September-2020,19.70,19.80,19.45,19.65,19.679260732249385893,153882,334,3028284.00,57339,37.26,0.35,-0.05
25-September-2020,19.00,19.60,19.00,19.30,19.316357792379518685,245785,530,4747671.00,92855,37.78,0.60,0.30
24-September-2020,19.00,19.25,18.75,18.85,18.948480521127855544,488786,2984,9261752.00,249029,50.95,0.50,-0.15
23-September-2020,20.00,20.00,19.05,19.30,19.339485899703685343,355028,2043,6866059.00,150461,42.38,0.95,-0.70
22-September-2020,20.10,20.25,18.80,19.20,19.403918139078897529,1077144,5560,20900814.00,480075,44.57,1.45,-0.90
21-September-2020,21.05,21.50,20.30,20.40,20.800812746530590613,528332,2757,10989735.00,263767,49.92,1.20,-0.65
18-September-2020,20.90,21.55,20.75,21.35,21.112703881021652820,575029,1963,12140417.00,401055,69.75,0.80,0.45
17-September-2020,21.05,21.20,20.85,20.90,20.936601931939166452,128679,413,2694101.00,83007,64.51,0.35,-0.15
16-September-2020,21.30,21.35,21.05,21.10,21.118709108842703645,342678,1674,7236917.00,221191,64.55,0.30,-0.20
15-September-2020,21.50,21.60,21.20,21.35,21.344565308576382092,107283,408,2289909.00,53694,50.05,0.40,-0.15
14-September-2020,21.45,21.75,21.20,21.45,21.503878865235489933,623636,2352,13410593.00,331828,53.21,0.55,0.00
11-September-2020,20.85,21.95,20.60,21.35,21.230983489035665609,705834,2304,14985550.00,234536,33.23,1.35,0.50
10-September-2020,20.75,21.20,20.70,20.90,20.923061838148777617,214172,739,4481134.00,94252,44.01,0.50,0.15
9-September-2020,21.00,21.00,20.30,20.55,20.492565446183779959,180912,645,3707351.00,87010,48.10,0.70,-0.45
8-September-2020,21.65,21.95,20.90,21.00,21.339998885520224712,484531,2555,10339891.00,294078,60.69,1.05,-0.65
7-September-2020,20.80,22.10,20.60,21.65,21.409024438817605052,527235,1118,11287587.00,230849,43.78,1.50,0.85
4-September-2020,21.00,21.15,20.60,20.95,20.962943844580559443,563739,2628,11817629.00,345337,61.26,0.55,-0.05
3-September-2020,21.25,21.75,21.10,21.25,21.387386248450766546,442961,1881,9473778.00,213008,48.09,0.65,0.00
2-September-2020,21.05,21.35,20.90,21.20,21.185558947685813357,106128,343,2248381.00,52101,49.09,0.45,0.15
1-September-2020,21.50,21.50,20.80,21.15,21.009851094394414495,258956,775,5440627.00,119725,46.23,0.70,-0.35
31-August-2020,21.95,22.20,20.60,21.55,21.535971361415394581,1117653,4879,24069743.00,745626,66.71,1.60,-0.40
28-August-2020,21.95,22.20,21.90,22.00,22.046446929328812099,297264,666,6553615.00,133598,44.94,0.30,0.05
27-August-2020,22.00,22.20,21.75,21.85,22.005714345273613691,383771,755,8445155.00,224235,58.43,0.45,-0.15
26-August-2020,22.40,22.40,21.85,21.95,22.025504641110847994,384283,973,8464027.00,180768,47.04,0.55,-0.45
25-August-2020,22.65,22.75,22.20,22.30,22.360298103365582456,352361,962,7878897.00,140451,39.86,0.55,-0.35
24-August-2020,23.00,23.00,22.30,22.50,22.523328062934164557,1107443,3994,24943302.00,646847,58.41,0.70,-0.50
21-August-2020,23.25,23.45,22.55,22.75,23.024465799366638958,347669,1123,8004893.00,197238,56.73,0.90,-0.50
20-August-2020,23.00,23.25,22.80,23.10,23.091321392881851026,559387,1445,12916985.00,264865,47.35,0.45,0.10
19-August-2020,23.00,23.50,22.65,22.90,23.026831530850063376,782624,1730,18021351.00,316806,40.48,0.85,-0.10
18-August-2020,23.45,23.50,22.65,22.75,22.958623622812702527,938144,2288,21538495.00,465213,49.59,0.85,-0.70
17-August-2020,23.00,23.50,22.35,23.10,23.019493891737221970,3471036,10287,79901492.00,1820355,52.44,1.15,0.10
14-August-2020,20.00,23.10,20.00,22.15,22.008984828465680570,3541303,8129,77940484.00,1352541,38.19,3.10,2.15
13-August-2020,19.95,20.20,19.75,19.95,19.918402780179599380,722831,2024,14397639.00,500205,69.20,0.45,0.00
12-August-2020,19.35,20.15,19.20,19.85,19.863421283994033448,708617,1371,14075558.00,356292,50.28,0.95,0.50
11-August-2020,19.10,19.65,19.05,19.35,19.308636014355574267,339659,590,6558352.00,124533,36.66,0.60,0.25
10-August-2020,19.15,19.20,19.05,19.10,19.101397659722536428,464133,2045,8865589.00,318084,68.53,0.15,-0.05
7-August-2020,19.10,19.25,19.05,19.15,19.162649571233731453,181101,362,3470375.00,80470,44.43,0.20,0.05
6-August-2020,19.25,19.40,19.05,19.15,19.179155637309883799,445780,1494,8549684.00,197416,44.29,0.35,-0.10
5-August-2020,19.15,19.25,19.10,19.20,19.171887581640869643,178832,429,3428547.00,91489,51.16,0.15,0.05
4-August-2020,19.10,19.20,19.05,19.10,19.099671832862202293,153885,412,2939153.00,88501,57.51,0.15,0.00
3-August-2020,19.15,19.35,19.05,19.10,19.187261062075192703,482866,1836,9264876.00,289493,59.95,0.30,-0.05
31-July-2020,19.40,19.65,19.10,19.20,19.246783666948595056,425640,1876,8192201.00,212667,49.96,0.55,-0.20
30-July-2020,20.00,20.15,19.30,19.50,19.659339776999430811,560447,1417,11018018.00,278271,49.65,0.85,-0.50
29-July-2020,19.10,19.25,19.00,19.05,19.084804863184367454,259254,550,4947812.00,140771,54.30,0.25,-0.05
28-July-2020,19.40,19.40,18.95,19.05,19.183485822991212972,242858,972,4658863.00,132118,54.40,0.45,-0.35
27-July-2020,19.35,19.60,19.10,19.20,19.320628586180289219,701129,2660,13546253.00,392455,55.97,0.50,-0.15
24-July-2020,19.10,20.10,19.00,19.30,19.578656335518097643,726089,1529,14215847.00,303382,41.78,1.10,0.20
23-July-2020,19.60,19.85,19.00,19.10,19.390835696041098506,277577,2235,5382450.00,150094,54.07,0.85,-0.50
22-July-2020,20.00,20.00,19.35,19.65,19.591519532558112680,259797,699,5089818.00,88993,34.25,0.65,-0.35
21-July-2020,20.25,20.25,19.70,19.80,19.887477086405894540,334954,880,6661390.00,155565,46.44,0.55,-0.45
20-July-2020,20.30,20.40,19.90,20.00,20.107672671687947412,991115,4490,19929016.00,548660,55.36,0.50,-0.30
17-July-2020,19.00,20.40,19.00,19.75,19.836123746537808971,1056773,4717,20962280.00,280440,26.54,1.40,0.75
16-July-2020,19.10,19.10,18.35,18.65,18.678036933419109029,200523,580,3745376.00,92124,45.94,0.75,-0.45
15-July-2020,19.15,19.45,19.00,19.05,19.216052438758738142,201988,697,3881412.00,82387,40.79,0.45,-0.10
14-July-2020,19.65,19.70,19.05,19.15,19.215362922781240457,556730,2952,10697769.00,278705,50.06,0.65,-0.50
13-July-2020,20.30,20.30,19.70,19.80,19.877436805317222186,294289,929,5849711.00,97612,33.17,0.60,-0.50
10-July-2020,19.95,20.10,19.50,19.65,19.761892390976176600,284846,855,5629096.00,109625,38.49,0.60,-0.30
9-July-2020,20.05,20.30,19.90,20.00,20.043531752264279357,229212,854,4594218.00,78212,34.12,0.40,-0.05
8-July-2020,20.35,20.35,19.90,20.00,20.112808011224724426,426202,1465,8572119.00,180356,42.32,0.45,-0.35
7-July-2020,20.45,20.45,20.05,20.15,20.224187869255966655,537906,1402,10878712.00,202112,37.57,0.40,-0.30
6-July-2020,20.00,20.70,19.80,20.30,20.181999554199195907,726782,3571,14667914.00,244307,33.61,0.90,0.30
3-July-2020,20.85,20.90,19.80,19.90,20.126459326221618520,853990,2966,17187795.00,346867,40.62,1.10,-0.95
2-July-2020,21.45,21.45,20.10,20.25,20.475615265388263455,2979446,6127,61005990.00,1709144,57.36,1.35,-1.20
1-July-2020,19.00,19.20,18.65,18.90,18.923649546923140649,506978,1670,9593874.00,238168,46.98,0.55,-0.10
30-June-2020,18.85,19.55,18.75,18.85,19.051595048972358673,732454,2293,13954417.00,279226,38.12,0.80,0.00
29-June-2020,19.45,19.50,18.85,19.05,19.187074436966279429,813628,2679,15611141.00,354745,43.60,0.65,-0.40
26-June-2020,19.70,19.85,19.30,19.45,19.560362902143472801,1005891,4914,19675593.00,422535,42.01,0.55,-0.25
25-June-2020,19.50,20.05,19.20,19.70,19.678060126590261783,792794,4084,15600648.00,441094,55.64,0.85,0.20
24-June-2020,20.70,20.85,19.75,19.85,20.308424645342234742,1612329,4292,32743862.00,817918,50.73,1.10,-0.85
23-June-2020,19.55,21.25,19.05,20.25,20.180214135835154303,3707273,6279,74813563.00,1495676,40.34,2.20,0.70
22-June-2020,19.15,19.30,19.00,19.10,19.111276188015416747,325101,1400,6213095.00,144069,44.32,0.30,-0.05
19-June-2020,19.10,19.25,18.75,18.85,19.011756355548732586,1055259,3709,20062327.00,509010,48.24,0.50,-0.25
18-June-2020,18.30,18.75,18.05,18.60,18.443062731082494978,891727,4216,16446177.00,487527,54.67,0.70,0.30
17-June-2020,18.00,18.40,17.80,18.05,18.089984984207528607,482825,1968,8734297.00,250915,51.97,0.60,0.05
16-June-2020,18.70,18.70,17.65,18.20,18.284234942411472786,788091,2662,14409641.00,353900,44.91,1.05,-0.50
15-June-2020,18.70,18.75,18.15,18.35,18.362699822380106571,281500,2174,5169100.00,118518,42.10,0.60,-0.35
12-June-2020,17.70,18.45,17.45,18.35,18.112770074169622702,310100,8018,5616770.00,118847,38.33,1.00,0.65
11-June-2020,18.90,19.45,18.50,18.60,18.874645724002998774,218756,3096,4128942.00,99793,45.62,0.95,-0.30
10-June-2020,19.40,19.40,18.50,18.70,18.736155202821869488,260820,6111,4886764.00,106558,40.85,0.90,-0.70
9-June-2020,20.30,20.30,19.00,19.10,19.337115178861040778,413114,17774,7988433.00,199155,48.21,1.30,-1.20
8-June-2020,20.20,20.55,19.55,19.85,19.942913398198418206,1113799,28335,22212397.00,413150,37.09,1.00,-0.35
5-June-2020,17.80,19.45,17.80,19.05,18.743934127996958918,1473160,4092,27612814.00,496847,33.73,1.65,1.25
4-June-2020,17.75,17.75,17.15,17.50,17.394747149153412237,222127,950,3863843.00,138504,62.35,0.60,-0.25
3-June-2020,17.60,17.85,17.50,17.55,17.656290432086904167,234189,547,4134909.00,95987,40.99,0.35,-0.05
2-June-2020,17.85,17.85,17.35,17.50,17.561406628493750469,253059,952,4444072.00,106842,42.22,0.50,-0.35
1-June-2020,17.50,17.85,17.25,17.50,17.479695547010855545,329509,3789,5759717.00,154096,46.77,0.60,0.00
29-May-2020,17.00,17.10,16.75,17.00,16.979018435102660946,186926,775,3173820.00,84955,45.45,0.35,0.00
28-May-2020,17.00,17.05,16.70,16.95,16.966207529843893480,141570,806,2401906.00,71051,50.19,0.35,-0.05
27-May-2020,16.95,17.00,16.40,16.85,16.764297973272653643,259285,1095,4346731.00,93837,36.19,0.60,-0.10
26-May-2020,17.65,17.65,16.85,16.95,16.958299124472088853,152251,940,2581918.00,82525,54.20,0.80,-0.70
22-May-2020,17.90,17.90,16.90,17.15,17.158289609553312528,262443,1295,4503073.00,123373,47.01,1.00,-0.75
21-May-2020,17.55,17.95,17.40,17.65,17.691527959342034436,429141,1364,7592160.00,205400,47.86,0.55,0.10
20-May-2020,17.00,17.30,16.90,17.30,17.217916815398555698,1165408,1324,20065898.00,486019,41.70,0.40,0.30
19-May-2020,17.50,17.50,16.20,16.50,16.779720265986904897,254599,1704,4272100.00,111014,43.60,1.30,-1.00
18-May-2020,17.90,17.90,16.85,17.00,17.093015020791761772,208977,976,3572047.00,125449,60.03,1.05,-0.90
15-May-2020,17.90,17.90,17.20,17.60,17.463830143562928572,214958,980,3753990.00,109951,51.15,0.70,-0.30
14-May-2020,19.25,19.25,18.00,18.00,18.341478042642626033,578576,2828,10611939.00,281441,48.64,1.25,-1.25
13-May-2020,18.65,18.90,18.60,18.90,18.843057612298145405,779955,2220,14696737.00,465809,59.72,0.30,0.25
12-May-2020,18.00,18.00,17.30,18.00,17.869797364319115771,882125,1698,15763395.00,443554,50.28,0.70,0.00
11-May-2020,17.00,17.15,17.00,17.15,17.144173114929822798,59706,96,1023610.00,59701,99.99,0.15,0.15
8-May-2020,16.90,16.90,16.25,16.35,16.544712646506401581,121923,10112,2017181.00,44451,36.46,0.65,-0.55
7-May-2020,16.30,17.00,16.30,16.55,16.569766004778775644,145644,5176,2413287.00,51770,35.55,0.70,0.25
6-May-2020,17.00,17.00,16.40,16.50,16.599971040514320465,172655,2403,2866068.00,82810,47.96,0.60,-0.50
5-May-2020,17.50,17.50,16.60,16.65,16.933562407359768720,163266,4259,2764675.00,73527,45.04,0.90,-0.85
4-May-2020,16.75,17.45,16.45,17.05,16.962884237658084044,402713,6096,6831174.00,135824,33.73,1.00,0.30
30-April-2020,17.45,17.50,17.04,17.10,17.226400437321978306,173785,4210,2993690.00,104599,60.19,0.46,-0.35
29-April-2020,17.20,17.70,17.09,17.18,17.313285753188399219,176264,3706,3051709.00,63960,36.29,0.61,-0.02
28-April-2020,17.12,17.45,16.94,17.20,17.098946094419251656,127241,5020,2175687.00,47818,37.58,0.51,0.08
27-April-2020,17.35,17.55,16.94,17.05,17.111537472421867597,147762,4546,2528435.00,58999,39.93,0.61,-0.30
24-April-2020,17.66,17.66,17.21,17.29,17.407585110708609026,135265,2005,2354637.00,44444,32.86,0.45,-0.37
23-April-2020,17.80,17.95,17.52,17.66,17.711125359213627746,216793,12044,3839648.00,123104,56.78,0.43,-0.14
22-April-2020,17.80,17.80,17.00,17.50,17.373544114615543186,310464,7328,5393860.00,178579,57.52,0.80,-0.30
21-April-2020,17.95,18.00,17.65,17.69,17.784193800669721536,363136,5912,6458081.00,172715,47.56,0.35,-0.26
20-April-2020,19.19,19.19,17.85,18.45,18.449372946216879497,576984,12376,10644993.00,223151,38.68,1.34,-0.74
17-April-2020,18.45,18.55,17.31,18.50,18.151957222835662809,799679,2130,14515739.00,343958,43.01,1.24,0.05
16-April-2020,16.80,17.68,16.55,17.68,17.582656691696623963,1080705,2752,19001665.00,554731,51.33,1.13,0.88
15-April-2020,17.00,17.50,16.79,16.84,17.013785799517336009,558981,15019,9510383.00,259850,46.49,0.71,-0.16
13-April-2020,19.34,19.34,17.67,17.67,17.984747621862412324,1640990,7516,29512791.00,683523,41.65,1.67,-1.67
9-April-2020,18.49,18.60,18.40,18.60,18.576507213735474605,980352,1079,18211516.00,649969,66.30,0.20,0.11
8-April-2020,17.40,17.72,17.15,17.72,17.656534061017507422,874372,1172,15438379.00,580564,66.40,0.57,0.32
7-April-2020,16.69,16.88,15.85,16.88,16.743715927454572225,1093439,5507,18308232.00,734098,67.14,1.03,0.19
3-April-2020,14.36,15.35,13.76,15.35,15.001150928387109291,1288525,5160,19329358.00,539861,41.90,1.59,0.99
1-April-2020,12.80,14.19,12.65,13.96,13.605086810843740481,453054,15166,6163839.00,229424,50.64,1.54,1.16
31-March-2020,13.05,13.20,12.75,12.90,12.884584254460672392,248337,10057,3199719.00,155500,62.62,0.45,-0.15
30-March-2020,12.70,13.00,11.85,12.60,12.491513484826554735,207270,740,2589116.00,94043,45.37,1.15,-0.10
27-March-2020,13.80,14.00,12.65,12.80,13.281133031590827949,694632,4152,9225500.00,458639,66.03,1.35,-1.00
26-March-2020,11.90,12.75,11.65,12.75,12.599662692513941023,359909,4144,4534732.00,256207,71.19,1.10,0.85
25-March-2020,10.35,11.75,10.35,11.60,11.255864494188582523,259059,4770,2915933.00,114059,44.03,1.40,1.25
24-March-2020,11.80,12.00,10.20,11.00,11.108349187932095872,394733,9189,4384832.00,194302,49.22,1.80,-0.80
23-March-2020,13.30,13.30,11.15,11.15,12.085285425976646965,554960,11127,6706850.00,366713,66.08,2.15,-2.15
20-March-2020,13.80,14.80,13.60,13.90,14.139532363923841092,498379,10682,7046846.00,186811,37.48,1.20,0.10
19-March-2020,14.35,14.35,13.60,13.95,13.974505893158402410,520434,10892,7272808.00,230249,44.24,0.75,-0.40
18-March-2020,16.25,16.25,14.25,14.45,15.025605595995936285,429164,19182,6448449.00,200172,46.64,2.00,-1.80
17-March-2020,16.40,16.80,15.75,16.00,16.248194555464432656,288987,12158,4695517.00,93015,32.19,1.05,-0.40
16-March-2020,16.90,16.90,15.75,16.25,16.466975679160553110,269892,11511,4444305.00,101922,37.76,1.15,-0.65
13-March-2020,15.00,17.65,13.25,17.00,15.930103749659841421,966461,7276,15395824.00,217671,22.52,4.40,2.00
12-March-2020,16.40,16.40,15.60,16.00,16.035732512770163987,668159,25960,10714419.00,424467,63.53,0.80,-0.40
11-March-2020,18.10,18.45,17.85,17.90,18.083207956051236749,289792,28090,5240369.00,125304,43.24,0.60,-0.20
9-March-2020,18.75,18.75,17.75,18.00,18.016180561615757423,469823,15422,8464416.00,265320,56.47,1.00,-0.75
6-March-2020,19.50,19.50,18.75,18.95,19.091235511897453070,322506,9781,6157038.00,186884,57.95,0.75,-0.55
5-March-2020,20.15,20.50,19.75,20.00,20.055147278882156942,300722,13780,6031024.00,115600,38.44,0.75,-0.15
4-March-2020,20.25,20.35,19.40,19.90,19.831491398781198062,281588,11231,5584310.00,132240,46.96,0.95,-0.35
3-March-2020,20.25,20.40,19.65,20.10,19.995992056054418677,528201,24357,10561903.00,258121,48.87,0.75,-0.15
2-March-2020,21.50,21.80,19.75,20.25,20.841187686701552933,472010,9787,9837249.00,252085,53.41,2.05,-1.25
28-February-2020,21.85,21.85,20.75,21.10,21.045088478895766470,567706,27785,11947423.00,282996,49.85,1.10,-0.75
27-February-2020,22.40,22.50,21.90,22.00,22.091902343413742641,302038,15968,6672594.00,156778,51.91,0.60,-0.40
26-February-2020,22.50,22.80,22.30,22.40,22.497584642087873021,286914,38835,6454872.00,125744,43.83,0.50,-0.10
25-February-2020,23.10,23.20,22.45,22.55,22.710720253602894865,430279,16932,9771946.00,286928,66.68,0.75,-0.55
24-February-2020,23.75,23.75,22.85,22.95,23.230585041957303552,321994,10599,7480109.00,135242,42.00,0.90,-0.80
20-February-2020,23.80,24.40,23.40,23.60,23.889901284738332560,875042,17300,20904667.00,277846,31.75,1.00,-0.20
19-February-2020,22.50,23.65,22.10,23.35,22.953540528560820184,868585,16761,19937101.00,349538,40.24,1.55,0.85
18-February-2020,22.60,22.90,21.95,22.50,22.295075428132010025,486357,20286,10843366.00,213125,43.82,0.95,-0.10
17-February-2020,23.00,23.15,22.25,22.40,22.744134323463763976,378132,9893,8600285.00,183592,48.55,0.90,-0.60
14-February-2020,23.30,23.70,22.85,22.95,23.211356278590050901,418852,12811,9722123.00,189211,45.17,0.85,-0.35
13-February-2020,23.40,24.15,22.85,23.15,23.316864863530176724,728989,19237,16997738.00,380977,52.26,1.30,-0.25
12-February-2020,25.10,25.10,23.25,23.75,24.088411483640296270,519661,10794,12517808.00,270927,52.14,1.85,-1.35
11-February-2020,25.00,25.15,24.55,24.70,24.762639310724352753,238047,7118,5894672.00,147257,61.86,0.60,-0.30
10-February-2020,25.25,25.30,24.65,24.75,24.952441790417200684,247339,7506,6171712.00,154497,62.46,0.65,-0.50
7-February-2020,25.20,25.35,24.90,25.05,25.082275714768725827,242526,8298,6083104.00,191464,78.95,0.45,-0.15
6-February-2020,25.50,25.80,25.10,25.20,25.400578749884129114,248121,8540,6302417.00,116934,47.13,0.70,-0.30
5-February-2020,24.95,25.55,24.70,25.30,25.266768274460582152,334620,5649,8454766.00,154982,46.32,0.85,0.35
4-February-2020,24.70,24.70,24.30,24.60,24.518302513704103520,285316,5550,6995464.00,138023,48.38,0.40,-0.10
3-February-2020,24.80,25.25,23.85,24.00,24.364577900935617453,709478,7857,17286132.00,276310,38.95,1.40,-0.80
1-February-2020,27.60,28.20,24.65,24.85,26.243800636957130213,1586292,14619,41630331.00,430966,27.17,3.55,-2.75
